TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
NYK,NYK vs. LAL,11/23/2021,W,240,106,37,82,45.1,15,34,44.1,17,21,81,7,45,52,23,7,4,17,23,6
DEN,DEN @ POR,11/23/2021,L,240,100,38,78,48.7,15,33,45.5,9,11,81.8,7,30,37,26,6,5,19,15,-19
POR,POR vs. DEN,11/23/2021,W,240,119,45,88,51.1,15,39,38.5,14,20,70,12,31,43,25,12,7,9,18,19
DAL,DAL @ LAC,11/23/2021,W,265,112,39,89,43.8,12,39,30.8,22,27,81.5,12,30,42,22,11,5,15,23,8
LAC,LAC vs. DAL,11/23/2021,L,265,104,35,85,41.2,10,32,31.3,24,29,82.8,12,35,47,17,5,3,19,24,-8
MIA,MIA @ DET,11/23/2021,W,240,100,35,76,46.1,9,29,31,21,29,72.4,12,39,51,22,9,3,17,19,8
DET,DET vs. MIA,11/23/2021,L,240,92,35,84,41.7,10,38,26.3,12,14,85.7,9,26,35,22,7,1,15,23,-8
PHX,PHX @ SAS,11/22/2021,W,240,115,45,88,51.1,12,27,44.4,13,16,81.3,11,33,44,25,10,0,15,18,4
MEM,MEM @ UTA,11/22/2021,W,240,119,42,95,44.2,13,35,37.1,22,27,81.5,16,34,50,24,10,4,7,20,1
WAS,WAS vs. CHA,11/22/2021,L,240,103,36,94,38.3,9,37,24.3,22,27,81.5,20,45,65,23,6,6,18,20,-6
IND,IND @ CHI,11/22/2021,W,240,109,40,90,44.4,13,31,41.9,16,18,88.9,11,48,59,27,7,12,13,15,32
CHI,CHI vs. IND,11/22/2021,L,240,77,31,85,36.5,6,28,21.4,9,15,60,5,33,38,13,6,2,9,16,-32
SAS,SAS vs. PHX,11/22/2021,L,240,111,49,93,52.7,5,20,25,8,16,50,11,33,44,23,9,4,15,16,-4
CHA,CHA @ WAS,11/22/2021,W,240,109,40,91,44,15,31,48.4,14,24,58.3,6,30,36,21,11,4,10,22,6
NOP,NOP vs. MIN,11/22/2021,L,240,96,37,88,42,6,32,18.8,16,18,88.9,15,33,48,24,6,6,23,23,-14
MIN,MIN @ NOP,11/22/2021,W,240,110,40,100,40,10,44,22.7,20,28,71.4,21,28,49,21,14,9,12,20,14
HOU,HOU @ BOS,11/22/2021,L,240,90,31,83,37.3,11,42,26.2,17,24,70.8,4,38,42,19,5,4,15,20,-18
BOS,BOS vs. HOU,11/22/2021,W,240,108,39,92,42.4,12,35,34.3,18,19,94.7,11,47,58,19,10,3,15,24,18
MIL,MIL vs. ORL,11/22/2021,W,240,123,44,94,46.8,18,45,40,17,24,70.8,13,42,55,28,10,7,13,22,31
CLE,CLE vs. BKN,11/22/2021,L,240,112,36,93,38.7,14,44,31.8,26,29,89.7,14,39,53,24,6,5,15,16,-5
BKN,BKN @ CLE,11/22/2021,W,240,117,45,95,47.4,11,35,31.4,16,18,88.9,8,34,42,32,6,6,10,23,5
OKC,OKC @ ATL,11/22/2021,L,240,101,39,97,40.2,10,38,26.3,13,14,92.9,16,34,50,24,5,5,10,15,-12
ORL,ORL @ MIL,11/22/2021,L,240,92,34,93,36.6,11,41,26.8,13,18,72.2,15,32,47,16,6,4,16,17,-31
ATL,ATL vs. OKC,11/22/2021,W,240,113,42,87,48.3,14,34,41.2,15,16,93.8,8,36,44,25,6,6,8,16,12
UTA,UTA vs. MEM,11/22/2021,L,240,118,41,87,47.1,17,43,39.5,19,25,76,10,36,46,26,5,10,14,20,-1
SAC,SAC vs. PHI,11/22/2021,L,240,94,33,80,41.3,7,31,22.6,21,29,72.4,11,38,49,17,4,0,14,19,-8
PHI,PHI @ SAC,11/22/2021,W,240,102,36,85,42.4,9,32,28.1,21,27,77.8,11,34,45,19,9,6,7,20,8
LAL,LAL @ DET,11/21/2021,W,240,121,45,92,48.9,10,31,32.3,21,27,77.8,12,39,51,29,7,8,13,21,5
DET,DET vs. LAL,11/21/2021,L,240,116,43,97,44.3,14,40,35,16,21,76.2,8,31,39,27,7,6,11,24,-5
TOR,TOR @ GSW,11/21/2021,L,240,104,39,99,39.4,15,37,40.5,11,20,55,18,29,47,25,7,4,11,21,-15
GSW,GSW vs. TOR,11/21/2021,W,240,119,39,79,49.4,22,45,48.9,19,24,79.2,8,39,47,31,5,7,16,18,15
DAL,DAL @ LAC,11/21/2021,L,240,91,34,83,41,6,30,20,17,18,94.4,8,31,39,21,6,5,10,21,-6
LAC,LAC vs. DAL,11/21/2021,W,240,97,36,75,48,12,29,41.4,13,18,72.2,8,34,42,18,5,2,15,15,6
CHI,CHI vs. NYK,11/21/2021,W,240,109,37,88,42,11,29,37.9,24,27,88.9,11,33,44,21,5,1,10,26,6
NYK,NYK @ CHI,11/21/2021,L,240,103,35,84,41.7,7,27,25.9,26,31,83.9,12,32,44,16,4,11,14,25,-6
PHX,PHX vs. DEN,11/21/2021,W,240,126,46,87,52.9,11,36,30.6,23,26,88.5,10,41,51,34,7,3,13,20,29
DEN,DEN @ PHX,11/21/2021,L,240,97,33,90,36.7,11,38,28.9,20,28,71.4,12,30,42,20,5,1,10,22,-29
MEM,MEM @ MIN,11/20/2021,L,240,95,29,83,34.9,9,32,28.1,28,35,80,10,23,33,21,7,5,16,24,-43
MIN,MIN vs. MEM,11/20/2021,W,240,138,49,91,53.8,20,41,48.8,20,28,71.4,18,32,50,28,12,6,13,26,43
POR,POR vs. PHI,11/20/2021,W,240,118,40,80,50,15,34,44.1,23,23,100,5,33,38,23,6,7,13,21,7
NOP,NOP @ IND,11/20/2021,L,240,94,35,88,39.8,6,18,33.3,18,19,94.7,11,41,52,17,7,5,16,14,-17
WAS,WAS vs. MIA,11/20/2021,W,240,103,36,74,48.6,11,30,36.7,20,23,87,9,26,35,22,6,2,20,19,3
MIL,MIL vs. ORL,11/20/2021,W,240,117,37,82,45.1,19,40,47.5,24,37,64.9,11,49,60,25,6,5,14,18,9
PHI,PHI @ POR,11/20/2021,L,240,111,41,81,50.6,10,28,35.7,19,21,90.5,3,29,32,24,7,4,12,24,-7
MIA,MIA @ WAS,11/20/2021,L,240,100,38,81,46.9,7,27,25.9,17,20,85,10,27,37,21,7,3,14,26,-3
IND,IND vs. NOP,11/20/2021,W,240,111,42,91,46.2,14,38,36.8,13,18,72.2,8,38,46,28,11,9,11,16,17
SAC,SAC vs. UTA,11/20/2021,L,240,105,41,91,45.1,10,31,32.3,13,21,61.9,8,27,35,20,8,5,8,14,-18
OKC,OKC @ BOS,11/20/2021,L,240,105,39,96,40.6,18,42,42.9,9,16,56.3,15,39,54,23,5,0,10,15,-6
UTA,UTA @ SAC,11/20/2021,W,240,123,46,91,50.5,17,39,43.6,14,17,82.4,14,38,52,20,5,2,13,16,18
CHA,CHA @ ATL,11/20/2021,L,240,105,43,102,42.2,10,40,25,9,15,60,20,31,51,26,6,2,10,22,-10
ATL,ATL vs. CHA,11/20/2021,W,240,115,43,82,52.4,12,34,35.3,17,21,81,8,38,46,24,6,6,12,22,10
BOS,BOS vs. OKC,11/20/2021,W,240,111,41,88,46.6,17,39,43.6,12,14,85.7,8,40,48,28,4,7,7,11,6
NYK,NYK vs. HOU,11/20/2021,W,240,106,33,78,42.3,18,41,43.9,22,26,84.6,4,33,37,25,12,7,15,23,7
HOU,HOU @ NYK,11/20/2021,L,240,99,38,84,45.2,10,39,25.6,13,22,59.1,13,35,48,21,5,8,22,21,-7
ORL,ORL @ MIL,11/20/2021,L,240,108,39,98,39.8,19,51,37.3,11,14,78.6,6,33,39,26,5,3,10,24,-9
ORL,ORL @ BKN,11/19/2021,L,240,113,40,89,44.9,14,38,36.8,19,25,76,11,34,45,26,7,6,13,25,-2
BKN,BKN vs. ORL,11/19/2021,W,240,115,41,91,45.1,10,33,30.3,23,25,92,14,29,43,19,6,13,11,19,2
DAL,DAL @ PHX,11/19/2021,L,240,104,37,90,41.1,12,40,30,18,23,78.3,10,30,40,25,15,1,10,17,-8
PHX,PHX vs. DAL,11/19/2021,W,240,112,44,85,51.8,14,29,48.3,10,14,71.4,10,43,53,28,7,4,18,22,8
BOS,BOS vs. LAL,11/19/2021,W,240,130,44,88,50,11,30,36.7,31,38,81.6,12,39,51,22,7,2,14,20,22
CHA,CHA vs. IND,11/19/2021,W,240,121,44,81,54.3,12,31,38.7,21,28,75,6,39,45,28,8,7,17,26,3
IND,IND @ CHA,11/19/2021,L,240,118,41,88,46.6,11,36,30.6,25,32,78.1,8,30,38,19,10,6,10,24,-3
TOR,TOR @ SAC,11/19/2021,W,240,108,38,84,45.2,12,31,38.7,20,24,83.3,13,40,53,20,9,9,17,24,19
CHI,CHI @ DEN,11/19/2021,W,240,114,41,93,44.1,8,31,25.8,24,24,100,17,33,50,19,7,3,11,20,6
DEN,DEN vs. CHI,11/19/2021,L,240,108,39,82,47.6,14,37,37.8,16,20,80,7,31,38,24,5,5,14,22,-6
OKC,OKC @ MIL,11/19/2021,L,240,89,32,91,35.2,12,48,25,13,21,61.9,11,42,53,17,6,4,12,22,-7
SAC,SAC vs. TOR,11/19/2021,L,240,89,32,84,38.1,9,37,24.3,16,25,64,11,29,40,15,8,4,15,18,-19
LAC,LAC @ NOP,11/19/2021,L,240,81,34,90,37.8,9,37,24.3,4,5,80,8,35,43,22,7,4,12,12,-13
NOP,NOP vs. LAC,11/19/2021,W,240,94,38,87,43.7,13,30,43.3,5,8,62.5,12,43,55,19,9,1,13,12,13
GSW,GSW @ DET,11/19/2021,W,240,105,38,80,47.5,12,30,40,17,21,81,14,34,48,22,8,4,19,23,3
MIL,MIL vs. OKC,11/19/2021,W,240,96,31,83,37.3,12,41,29.3,22,26,84.6,6,47,53,21,9,5,13,18,7
LAL,LAL @ BOS,11/19/2021,L,240,108,39,84,46.4,12,30,40,18,24,75,7,26,33,20,5,6,12,29,-22
DET,DET vs. GSW,11/19/2021,L,240,102,32,80,40,14,42,33.3,24,30,80,11,24,35,21,11,7,13,22,-3
UTA,UTA vs. TOR,11/18/2021,W,240,119,44,80,55,19,46,41.3,12,13,92.3,10,36,46,34,8,9,24,18,16
CLE,CLE vs. GSW,11/18/2021,L,240,89,34,80,42.5,12,39,30.8,9,16,56.3,13,29,42,22,6,3,20,11,-15
TOR,TOR @ UTA,11/18/2021,L,240,103,39,94,41.5,10,38,26.3,15,17,88.2,14,21,35,24,10,3,13,13,-16
GSW,GSW @ CLE,11/18/2021,W,240,104,41,83,49.4,15,43,34.9,7,8,87.5,5,29,34,36,12,2,11,17,15
MIN,MIN vs. SAS,11/18/2021,W,240,115,41,86,47.7,21,49,42.9,12,15,80,12,35,47,30,5,9,13,17,25
SAS,SAS @ MIN,11/18/2021,L,240,90,35,84,41.7,6,32,18.8,14,19,73.7,11,31,42,26,7,6,12,12,-25
WAS,WAS @ MIA,11/18/2021,L,240,97,38,77,49.4,15,36,41.7,6,10,60,5,32,37,25,4,3,17,19,-15
MEM,MEM vs. LAC,11/18/2021,W,240,120,52,96,54.2,11,26,42.3,5,6,83.3,12,35,47,28,8,7,12,17,12
LAC,LAC @ MEM,11/18/2021,L,240,108,42,90,46.7,16,39,41,8,8,100,7,27,34,24,6,6,14,15,-12
PHI,PHI @ DEN,11/18/2021,W,240,103,43,85,50.6,11,29,37.9,6,12,50,6,39,45,22,5,7,10,18,14
DEN,DEN vs. PHI,11/18/2021,L,240,89,32,89,36,12,36,33.3,13,16,81.3,10,36,46,22,6,4,11,14,-14
MIA,MIA vs. WAS,11/18/2021,W,240,112,41,82,50,10,26,38.5,20,24,83.3,7,34,41,27,10,1,6,13,15
LAL,LAL @ MIL,11/17/2021,L,240,102,40,96,41.7,12,43,27.9,10,12,83.3,11,37,48,24,8,4,13,19,-7
SAC,SAC @ MIN,11/17/2021,L,240,97,34,93,36.6,10,38,26.3,19,25,76,20,27,47,19,7,3,20,22,-10
MIN,MIN vs. SAC,11/17/2021,W,240,107,41,82,50,10,36,27.8,15,18,83.3,10,25,35,20,8,10,17,24,10
MIL,MIL vs. LAL,11/17/2021,W,240,109,40,87,46,12,37,32.4,17,24,70.8,9,43,52,22,9,4,15,10,7
BOS,BOS @ ATL,11/17/2021,L,240,99,37,84,44,11,41,26.8,14,17,82.4,12,30,42,24,9,2,14,17,-11
DET,DET vs. IND,11/17/2021,W,240,97,34,80,42.5,8,28,28.6,21,28,75,8,34,42,16,13,5,13,20,8
IND,IND @ DET,11/17/2021,L,240,89,33,79,41.8,9,37,24.3,14,19,73.7,7,36,43,14,5,5,18,22,-8
DAL,DAL @ PHX,11/17/2021,L,240,98,38,91,41.8,16,32,50,6,6,100,8,41,49,28,5,2,10,14,-7
PHX,PHX vs. DAL,11/17/2021,W,240,105,41,93,44.1,13,39,33.3,10,14,71.4,8,41,49,27,6,7,8,9,7
ATL,ATL vs. BOS,11/17/2021,W,240,110,41,81,50.6,13,37,35.1,15,18,83.3,6,34,40,28,9,4,14,17,11
HOU,HOU @ OKC,11/17/2021,L,240,89,32,90,35.6,12,42,28.6,13,19,68.4,9,37,46,16,6,4,14,14,-12
POR,POR vs. CHI,11/17/2021,W,240,112,37,84,44,11,31,35.5,27,28,96.4,12,32,44,26,10,5,17,19,5
ORL,ORL @ NYK,11/17/2021,W,240,104,39,96,40.6,11,38,28.9,15,18,83.3,14,37,51,20,7,3,15,19,6
OKC,OKC vs. HOU,11/17/2021,W,240,101,41,92,44.6,10,39,25.6,9,16,56.3,9,47,56,18,10,6,14,19,12
CLE,CLE @ BKN,11/17/2021,L,240,99,35,89,39.3,11,44,25,18,21,85.7,12,38,50,20,9,1,14,17,-10
BKN,BKN vs. CLE,11/17/2021,W,240,109,38,83,45.8,12,32,37.5,21,25,84,8,39,47,29,7,3,12,20,10
MIA,MIA vs. NOP,11/17/2021,W,240,113,42,87,48.3,15,40,37.5,14,17,82.4,10,29,39,29,6,2,11,25,15
NOP,NOP @ MIA,11/17/2021,L,240,98,33,75,44,10,35,28.6,22,28,78.6,10,28,38,18,6,3,17,21,-15
NYK,NYK vs. ORL,11/17/2021,L,240,98,37,88,42,16,49,32.7,8,12,66.7,11,34,45,25,5,7,18,20,-6
CHI,CHI @ POR,11/17/2021,L,240,107,39,83,47,13,29,44.8,16,20,80,10,26,36,23,7,9,15,23,-5
WAS,WAS @ CHA,11/17/2021,L,240,87,33,90,36.7,8,42,19,13,16,81.3,11,37,48,23,7,5,11,12,-10
CHA,CHA vs. WAS,11/17/2021,W,240,97,42,96,43.8,10,32,31.3,3,6,50,16,43,59,30,6,8,11,16,10
SAS,SAS @ LAC,11/16/2021,L,240,92,41,95,43.2,5,22,22.7,5,7,71.4,6,35,41,26,10,4,16,17,-14
UTA,UTA vs. PHI,11/16/2021,W,240,120,46,89,51.7,16,38,42.1,12,19,63.2,6,50,56,27,5,8,11,20,35
PHI,PHI @ UTA,11/16/2021,L,240,85,33,90,36.7,6,29,20.7,13,17,76.5,6,36,42,19,5,5,9,16,-35
BKN,BKN vs. GSW,11/16/2021,L,240,99,34,88,38.6,10,36,27.8,21,27,77.8,9,29,38,21,12,2,12,23,-18
GSW,GSW @ BKN,11/16/2021,W,240,117,41,79,51.9,13,40,32.5,22,28,78.6,9,44,53,25,4,8,22,27,18
LAC,LAC vs. SAS,11/16/2021,W,240,106,37,85,43.5,12,38,31.6,20,22,90.9,6,46,52,16,9,3,21,13,14
POR,POR vs. TOR,11/15/2021,W,240,118,46,82,56.1,16,36,44.4,10,14,71.4,7,32,39,25,6,7,14,15,5
CHI,CHI @ LAL,11/15/2021,W,240,121,49,89,55.1,15,34,44.1,8,11,72.7,4,32,36,31,9,2,17,21,18
NYK,NYK vs. IND,11/15/2021,W,240,92,37,86,43,11,34,32.4,7,10,70,8,38,46,22,1,5,12,15,8
DAL,DAL vs. DEN,11/15/2021,W,240,111,45,90,50,14,36,38.9,7,10,70,10,34,44,30,7,2,9,19,10
LAL,LAL vs. CHI,11/15/2021,L,240,103,36,79,45.6,6,32,18.8,25,31,80.6,8,35,43,19,10,5,19,15,-18
TOR,TOR @ POR,11/15/2021,L,240,113,41,89,46.1,15,33,45.5,16,18,88.9,12,27,39,20,7,2,11,17,-5
DEN,DEN @ DAL,11/15/2021,L,240,101,40,84,47.6,9,32,28.1,12,17,70.6,10,36,46,20,4,5,12,16,-10
ATL,ATL vs. ORL,11/15/2021,W,240,129,47,85,55.3,14,30,46.7,21,32,65.6,9,37,46,32,10,7,11,17,18
ORL,ORL @ ATL,11/15/2021,L,240,111,43,95,45.3,16,43,37.2,9,14,64.3,12,29,41,30,8,5,16,27,-18
WAS,WAS vs. NOP,11/15/2021,W,240,105,39,84,46.4,10,28,35.7,17,25,68,6,36,42,23,9,4,6,22,5
MEM,MEM vs. HOU,11/15/2021,W,240,136,52,96,54.2,16,41,39,16,20,80,7,42,49,33,14,8,10,21,34
IND,IND @ NYK,11/15/2021,L,240,84,32,86,37.2,8,37,21.6,12,16,75,9,35,44,16,6,6,9,15,-8
HOU,HOU @ MEM,11/15/2021,L,240,102,36,95,37.9,11,38,28.9,19,26,73.1,14,32,46,24,6,5,18,16,-34
BOS,BOS @ CLE,11/15/2021,W,240,98,36,78,46.2,10,29,34.5,16,20,80,6,40,46,23,7,6,14,16,6
NOP,NOP @ WAS,11/15/2021,L,240,100,30,74,40.5,11,21,52.4,29,34,85.3,7,38,45,20,2,3,12,25,-5
SAC,SAC @ DET,11/15/2021,W,240,129,52,98,53.1,16,33,48.5,9,11,81.8,11,36,47,32,11,5,14,17,22
OKC,OKC vs. MIA,11/15/2021,L,240,90,34,83,41,15,41,36.6,7,10,70,9,33,42,26,6,10,20,15,-13
MIA,MIA @ OKC,11/15/2021,W,240,103,37,82,45.1,18,40,45,11,13,84.6,8,37,45,22,11,5,19,13,13
CLE,CLE vs. BOS,11/15/2021,L,240,92,32,83,38.6,16,40,40,12,16,75,7,35,42,18,6,3,14,18,-6
MIN,MIN vs. PHX,11/15/2021,L,240,96,31,85,36.5,13,44,29.5,21,27,77.8,13,41,54,18,8,3,21,28,-3
PHX,PHX @ MIN,11/15/2021,W,240,99,32,85,37.6,7,31,22.6,28,36,77.8,14,38,52,21,8,2,15,23,3
DET,DET vs. SAC,11/15/2021,L,240,107,39,96,40.6,13,47,27.7,16,17,94.1,16,31,47,23,7,2,18,10,-22
HOU,HOU vs. PHX,11/14/2021,L,240,89,35,85,41.2,7,32,21.9,12,18,66.7,9,39,48,19,7,5,23,19,-26
PHX,PHX @ HOU,11/14/2021,W,240,115,42,97,43.3,14,40,35,17,20,85,12,40,52,19,16,7,10,19,26
GSW,GSW @ CHA,11/14/2021,L,240,102,38,90,42.2,9,39,23.1,17,25,68,11,38,49,31,8,7,15,17,-4
CHI,CHI @ LAC,11/14/2021,W,240,100,38,86,44.2,11,29,37.9,13,14,92.9,7,38,45,19,9,4,15,20,10
DEN,DEN vs. POR,11/14/2021,W,240,124,47,90,52.2,19,40,47.5,11,14,78.6,14,35,49,29,9,1,11,14,29
LAC,LAC vs. CHI,11/14/2021,L,240,90,29,81,35.8,11,34,32.4,21,21,100,9,35,44,16,7,7,20,15,-10
CHA,CHA vs. GSW,11/14/2021,W,240,106,42,88,47.7,14,36,38.9,8,12,66.7,4,35,39,23,10,2,13,21,4
BKN,BKN @ OKC,11/14/2021,W,240,120,41,82,50,18,43,41.9,20,21,95.2,7,37,44,31,8,3,15,15,24
OKC,OKC vs. BKN,11/14/2021,L,240,96,36,90,40,14,45,31.1,10,11,90.9,10,34,44,20,9,2,14,22,-24
MIL,MIL @ ATL,11/14/2021,L,240,100,38,84,45.2,14,41,34.1,10,16,62.5,4,26,30,24,8,3,11,17,-20
ATL,ATL vs. MIL,11/14/2021,W,240,120,47,97,48.5,15,35,42.9,11,13,84.6,15,36,51,21,6,1,13,19,20
LAL,LAL vs. SAS,11/14/2021,W,240,114,43,83,51.8,15,31,48.4,13,17,76.5,9,37,46,28,6,5,16,16,8
SAS,SAS @ LAL,11/14/2021,L,240,106,40,90,44.4,16,36,44.4,10,15,66.7,11,32,43,28,9,2,15,17,-8
POR,POR @ DEN,11/14/2021,L,240,95,35,80,43.8,13,39,33.3,12,13,92.3,8,28,36,22,8,4,13,15,-29
WAS,WAS @ ORL,11/13/2021,W,240,104,42,84,50,12,35,34.3,8,10,80,7,41,48,29,6,7,16,17,12
CLE,CLE vs. BOS,11/13/2021,W,240,91,31,81,38.3,10,38,26.3,19,22,86.4,9,30,39,17,10,4,11,19,2
IND,IND vs. PHI,11/13/2021,W,240,118,47,82,57.3,14,28,50,10,15,66.7,7,30,37,33,7,10,15,21,5
PHI,PHI @ IND,11/13/2021,L,240,113,38,89,42.7,12,23,52.2,25,29,86.2,18,28,46,16,11,2,14,22,-5
ORL,ORL vs. WAS,11/13/2021,L,240,92,31,92,33.7,13,40,32.5,17,20,85,14,30,44,21,7,5,13,15,-12
MIA,MIA @ UTA,11/13/2021,W,240,111,42,85,49.4,13,33,39.4,14,16,87.5,13,35,48,23,6,3,21,25,6
NOP,NOP vs. MEM,11/13/2021,W,240,112,38,79,48.1,14,29,48.3,22,25,88,8,29,37,29,5,6,14,22,11
DET,DET @ TOR,11/13/2021,W,240,127,43,79,54.4,15,35,42.9,26,30,86.7,9,25,34,34,5,6,14,23,6
TOR,TOR vs. DET,11/13/2021,L,240,121,44,87,50.6,13,34,38.2,20,31,64.5,15,24,39,21,9,1,13,25,-6
LAC,LAC vs. MIN,11/13/2021,W,240,129,53,99,53.5,16,40,40,7,9,77.8,11,46,57,35,6,8,14,17,27
MIN,MIN @ LAC,11/13/2021,L,240,102,40,102,39.2,11,36,30.6,11,16,68.8,12,29,41,25,8,6,11,15,-27
BOS,BOS @ CLE,11/13/2021,L,240,89,33,78,42.3,6,23,26.1,17,18,94.4,10,37,47,20,7,3,20,16,-2
UTA,UTA vs. MIA,11/13/2021,L,240,105,35,85,41.2,17,53,32.1,18,25,72,12,26,38,23,13,2,17,19,-6
MEM,MEM @ NOP,11/13/2021,L,240,101,38,88,43.2,8,24,33.3,17,21,81,13,26,39,21,6,6,9,19,-11
OKC,OKC vs. SAC,11/12/2021,W,240,105,42,99,42.4,10,30,33.3,11,15,73.3,16,36,52,13,8,6,10,18,2
SAC,SAC @ OKC,11/12/2021,L,240,103,38,95,40,14,41,34.1,13,17,76.5,11,38,49,20,5,7,14,12,-2
BOS,BOS vs. MIL,11/12/2021,W,265,122,47,96,49,12,41,29.3,16,18,88.9,16,37,53,22,5,7,17,12,9
DEN,DEN vs. ATL,11/12/2021,W,240,105,40,90,44.4,10,35,28.6,15,20,75,10,39,49,26,6,5,8,21,9
NOP,NOP vs. BKN,11/12/2021,L,240,112,43,88,48.9,13,32,40.6,13,16,81.3,12,31,43,26,6,5,16,26,-8
BKN,BKN @ NOP,11/12/2021,W,240,120,41,82,50,18,34,52.9,20,27,74.1,7,27,34,27,9,4,12,20,8
MIL,MIL @ BOS,11/12/2021,L,265,113,44,98,44.9,16,47,34,9,11,81.8,12,27,39,23,7,3,13,19,-9
ATL,ATL @ DEN,11/12/2021,L,240,96,38,93,40.9,5,28,17.9,15,21,71.4,14,36,50,20,2,5,8,20,-9
GSW,GSW vs. CHI,11/12/2021,W,240,119,45,93,48.4,15,46,32.6,14,16,87.5,12,35,47,27,15,3,16,15,26
POR,POR @ HOU,11/12/2021,W,240,104,34,87,39.1,11,36,30.6,25,31,80.6,11,41,52,21,10,4,14,27,12
HOU,HOU vs. POR,11/12/2021,L,240,92,34,85,40,7,32,21.9,17,27,63,9,40,49,13,6,6,13,23,-12
PHX,PHX @ MEM,11/12/2021,W,240,119,46,94,48.9,18,37,48.6,9,9,100,4,42,46,28,12,6,12,22,25
DAL,DAL @ SAS,11/12/2021,W,240,123,46,100,46,18,45,40,13,19,68.4,10,38,48,30,9,7,6,18,14
CHA,CHA vs. NYK,11/12/2021,W,240,104,39,90,43.3,10,36,27.8,16,24,66.7,12,37,49,25,10,5,14,18,8
SAS,SAS vs. DAL,11/12/2021,L,240,109,41,84,48.8,13,30,43.3,14,20,70,3,38,41,30,3,3,13,17,-14
MEM,MEM vs. PHX,11/12/2021,L,240,94,37,98,37.8,7,33,21.2,13,23,56.5,17,42,59,19,6,6,15,16,-25
NYK,NYK @ CHA,11/12/2021,L,240,96,36,93,38.7,13,35,37.1,11,18,61.1,14,37,51,17,8,5,19,22,-8
MIN,MIN @ LAL,11/12/2021,W,240,107,43,94,45.7,12,37,32.4,9,12,75,14,40,54,24,10,4,16,21,24
LAL,LAL vs. MIN,11/12/2021,L,240,83,29,82,35.4,9,41,22,16,20,80,11,33,44,17,12,8,20,14,-24
DET,DET @ CLE,11/12/2021,L,240,78,29,79,36.7,9,30,30,11,13,84.6,10,33,43,18,12,5,23,13,-20
CLE,CLE vs. DET,11/12/2021,W,240,98,39,82,47.6,14,41,34.1,6,9,66.7,8,32,40,27,12,6,21,11,20
CHI,CHI @ GSW,11/12/2021,L,240,93,34,78,43.6,8,27,29.6,17,22,77.3,7,31,38,18,9,2,20,16,-26
PHI,PHI vs. TOR,11/11/2021,L,240,109,40,88,45.5,11,34,32.4,18,19,94.7,9,30,39,29,8,8,12,16,-6
TOR,TOR @ PHI,11/11/2021,W,240,115,42,96,43.8,14,33,42.4,17,17,100,16,31,47,25,10,7,12,18,6
MIA,MIA @ LAC,11/11/2021,L,240,109,43,97,44.3,9,41,22,14,17,82.4,18,32,50,18,9,4,15,21,-3
IND,IND @ UTA,11/11/2021,W,240,111,43,96,44.8,11,31,35.5,14,19,73.7,15,38,53,19,7,5,13,23,11
LAC,LAC vs. MIA,11/11/2021,W,240,112,43,91,47.3,11,37,29.7,15,17,88.2,9,33,42,20,9,9,12,14,3
UTA,UTA vs. IND,11/11/2021,L,240,100,39,83,47,9,32,28.1,13,23,56.5,7,30,37,22,6,4,12,16,-11
SAC,SAC @ SAS,11/10/2021,L,240,117,47,91,51.6,10,36,27.8,13,16,81.3,11,33,44,20,4,6,15,26,-19
DET,DET @ HOU,11/10/2021,W,240,112,42,97,43.3,16,48,33.3,12,18,66.7,16,33,49,23,6,6,14,26,8
BKN,BKN @ ORL,11/10/2021,W,240,123,46,91,50.5,16,37,43.2,15,17,88.2,8,41,49,29,8,5,15,18,33
CHA,CHA @ MEM,11/10/2021,W,240,118,41,90,45.6,15,36,41.7,21,24,87.5,9,40,49,32,13,7,17,16,10
MEM,MEM vs. CHA,11/10/2021,L,240,108,45,107,42.1,9,38,23.7,9,15,60,20,37,57,27,14,8,16,18,-10
OKC,OKC @ NOP,11/10/2021,W,240,108,37,87,42.5,10,34,29.4,24,30,80,13,43,56,23,6,4,18,23,8
SAS,SAS vs. SAC,11/10/2021,W,240,136,49,92,53.3,18,32,56.3,20,31,64.5,12,31,43,34,11,3,8,16,19
ORL,ORL vs. BKN,11/10/2021,L,240,90,35,92,38,4,33,12.1,16,24,66.7,12,37,49,19,10,3,17,18,-33
HOU,HOU vs. DET,11/10/2021,L,240,104,35,82,42.7,12,34,35.3,22,34,64.7,8,34,42,17,5,5,16,20,-8
NOP,NOP vs. OKC,11/10/2021,L,240,100,34,97,35.1,9,35,25.7,23,32,71.9,19,31,50,24,13,5,10,20,-8
TOR,TOR @ BOS,11/10/2021,L,240,88,33,77,42.9,6,25,24,16,19,84.2,6,35,41,20,8,8,18,17,-16
BOS,BOS vs. TOR,11/10/2021,W,240,104,42,94,44.7,10,29,34.5,10,15,66.7,12,32,44,21,10,5,15,13,16
WAS,WAS @ CLE,11/10/2021,W,240,97,35,84,41.7,10,28,35.7,17,17,100,12,37,49,25,9,2,12,20,3
CLE,CLE vs. WAS,11/10/2021,L,240,94,35,76,46.1,9,31,29,15,21,71.4,6,34,40,21,7,4,15,18,-3
